revision_number,method_name,method_signature,package_name,class_name,src,start_line,end_line,methodId,globalMethodId
41 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | DNS/CountedDataInputStream.java | 14 | 17 | 21186 | 1
41 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | DNS/utils/CountedDataInputStream.java | 14 | 17 | 21187 | 1
41 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | org/xbill/DNS/CountedDataInputStream.java | 14 | 17 | 21188 | 1
41 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | org/xbill/DNS/utils/CountedDataInputStream.java | 14 | 17 | 21189 | 1
41 | F | F(int x, int y, int z) |  | md5 | DNS/md5.java | 26 | 28 | 21190 | 90
41 | F | F(int x, int y, int z) |  | md5 | DNS/utils/md5.java | 26 | 28 | 21191 | 90
41 | F | F(int x, int y, int z) |  | md5 | org/xbill/DNS/md5.java | 26 | 28 | 21192 | 90
41 | F | F(int x, int y, int z) |  | md5 | org/xbill/DNS/utils/md5.java | 26 | 28 | 21193 | 90
41 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | DNS/md5.java | 51 | 55 | 21194 | 117
41 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | DNS/utils/md5.java | 51 | 55 | 21195 | 117
41 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | org/xbill/DNS/md5.java | 51 | 55 | 21196 | 117
41 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | org/xbill/DNS/utils/md5.java | 51 | 55 | 21197 | 117
41 | G | G(int x, int y, int z) |  | md5 | DNS/md5.java | 31 | 33 | 21198 | 91
41 | G | G(int x, int y, int z) |  | md5 | DNS/utils/md5.java | 31 | 33 | 21199 | 91
41 | G | G(int x, int y, int z) |  | md5 | org/xbill/DNS/md5.java | 31 | 33 | 21200 | 91
41 | G | G(int x, int y, int z) |  | md5 | org/xbill/DNS/utils/md5.java | 31 | 33 | 21201 | 91
41 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | DNS/md5.java | 58 | 62 | 21202 | 118
41 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | DNS/utils/md5.java | 58 | 62 | 21203 | 118
41 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | org/xbill/DNS/md5.java | 58 | 62 | 21204 | 118
41 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | org/xbill/DNS/utils/md5.java | 58 | 62 | 21205 | 118
41 | H | H(int x, int y, int z) |  | md5 | DNS/md5.java | 36 | 38 | 21206 | 92
41 | H | H(int x, int y, int z) |  | md5 | DNS/utils/md5.java | 36 | 38 | 21207 | 92
41 | H | H(int x, int y, int z) |  | md5 | org/xbill/DNS/md5.java | 36 | 38 | 21208 | 92
41 | H | H(int x, int y, int z) |  | md5 | org/xbill/DNS/utils/md5.java | 36 | 38 | 21209 | 92
41 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | DNS/md5.java | 65 | 69 | 21210 | 119
41 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | DNS/utils/md5.java | 65 | 69 | 21211 | 119
41 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | org/xbill/DNS/md5.java | 65 | 69 | 21212 | 119
41 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | org/xbill/DNS/utils/md5.java | 65 | 69 | 21213 | 119
41 | I | I(int x, int y, int z) |  | md5 | DNS/md5.java | 41 | 43 | 21214 | 93
41 | I | I(int x, int y, int z) |  | md5 | DNS/utils/md5.java | 41 | 43 | 21215 | 93
41 | I | I(int x, int y, int z) |  | md5 | org/xbill/DNS/md5.java | 41 | 43 | 21216 | 93
41 | I | I(int x, int y, int z) |  | md5 | org/xbill/DNS/utils/md5.java | 41 | 43 | 21217 | 93
41 | II | II(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | DNS/md5.java | 72 | 76 | 21218 | 120
41 | II | II(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | DNS/utils/md5.java | 72 | 76 | 21219 | 120
41 | II | II(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | org/xbill/DNS/md5.java | 72 | 76 | 21220 | 120
41 | II | II(int a, int b, int c, int d, int x, int s, int ac) |  | md5 | org/xbill/DNS/utils/md5.java | 72 | 76 | 21221 | 120
41 | ROTATE_LEFT | ROTATE_LEFT(int x, int n) |  | md5 | DNS/md5.java | 46 | 48 | 21222 | 121
41 | ROTATE_LEFT | ROTATE_LEFT(int x, int n) |  | md5 | DNS/utils/md5.java | 46 | 48 | 21223 | 121
41 | ROTATE_LEFT | ROTATE_LEFT(int x, int n) |  | md5 | org/xbill/DNS/md5.java | 46 | 48 | 21224 | 121
41 | ROTATE_LEFT | ROTATE_LEFT(int x, int n) |  | md5 | org/xbill/DNS/utils/md5.java | 46 | 48 | 21225 | 121
41 | add | add(int pos, dnsName name) |  | dnsCompression | DNS/Compression.java | 16 | 18 | 21226 | 2
41 | add | add(int pos, dnsName name) |  | dnsCompression | DNS/dnsCompression.java | 16 | 18 | 21227 | 2
41 | add | add(int pos, dnsName name) |  | dnsCompression | org/xbill/DNS/Compression.java | 16 | 18 | 21228 | 2
41 | add | add(int pos, dnsName name) |  | dnsCompression | org/xbill/DNS/dnsCompression.java | 16 | 18 | 21229 | 2
41 | addRecord | addRecord(int section, dnsRecord r) |  | dnsMessage | DNS/Message.java | 55 | 58 | 21230 | 3
41 | addRecord | addRecord(int section, dnsRecord r) |  | dnsMessage | DNS/dnsMessage.java | 55 | 58 | 21231 | 3
41 | addRecord | addRecord(int section, dnsRecord r) |  | dnsMessage | org/xbill/DNS/Message.java | 55 | 58 | 21232 | 3
41 | addRecord | addRecord(int section, dnsRecord r) |  | dnsMessage | org/xbill/DNS/dnsMessage.java | 55 | 58 | 21233 | 3
41 | apply | void apply(dnsMessage m) throws IOException |  | dnsTSIG | DNS/TSIG.java | 19 | 55 | 21234 | 108
41 | apply | void apply(dnsMessage m) throws IOException |  | dnsTSIG | DNS/dnsTSIG.java | 19 | 55 | 21235 | 108
41 | apply | void apply(dnsMessage m) throws IOException |  | dnsTSIG | org/xbill/DNS/TSIG.java | 19 | 55 | 21236 | 108
41 | apply | void apply(dnsMessage m) throws IOException |  | dnsTSIG | org/xbill/DNS/dnsTSIG.java | 19 | 55 | 21237 | 108
41 | classString | static String classString(int i) |  | dns | DNS/dns.java | 249 | 252 | 21238 | 4
41 | classString | static String classString(int i) |  | dns | org/xbill/DNS/dns.java | 249 | 252 | 21239 | 4
41 | classValue | static short classValue(String s) |  | dns | DNS/dns.java | 254 | 257 | 21240 | 5
41 | classValue | static short classValue(String s) |  | dns | org/xbill/DNS/dns.java | 254 | 257 | 21241 | 5
41 | clear | clear() |  | hmacSigner | DNS/hmacSigner.java | 87 | 94 | 21242 | 112
41 | clear | clear() |  | hmacSigner | DNS/utils/hmacSigner.java | 87 | 94 | 21243 | 112
41 | clear | clear() |  | hmacSigner | org/xbill/DNS/hmacSigner.java | 87 | 94 | 21244 | 112
41 | clear | clear() |  | hmacSigner | org/xbill/DNS/utils/hmacSigner.java | 87 | 94 | 21245 | 112
41 | decCount | decCount(int field) |  | dnsHeader | DNS/Header.java | 108 | 110 | 21246 | 47
41 | decCount | decCount(int field) |  | dnsHeader | DNS/dnsHeader.java | 108 | 110 | 21247 | 47
41 | decCount | decCount(int field) |  | dnsHeader | org/xbill/DNS/Header.java | 108 | 110 | 21248 | 47
41 | decCount | decCount(int field) |  | dnsHeader | org/xbill/DNS/dnsHeader.java | 108 | 110 | 21249 | 47
41 | dnsARecord | dnsARecord(dnsName _name, short _dclass, int _ttl, InetAddress _address) |  | dnsARecord | DNS/ARecord.java | 13 | 14 | 21250 | 6
41 | dnsARecord | dnsARecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st) |  | dnsARecord | DNS/ARecord.java | 44 | 45 | 21251 | 7
41 | dnsARecord | dnsARecord(dnsName _name, short _dclass, int _ttl, InetAddress _address) |  | dnsARecord | DNS/dnsARecord.java | 13 | 14 | 21252 | 6
41 | dnsARecord | dnsARecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st) |  | dnsARecord | DNS/dnsARecord.java | 44 | 45 | 21253 | 7
41 | dnsARecord | dnsARecord(dnsName _name, short _dclass, int _ttl, InetAddress _address) |  | dnsARecord | org/xbill/DNS/ARecord.java | 13 | 14 | 21254 | 6
41 | dnsARecord | dnsARecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st) |  | dnsARecord | org/xbill/DNS/ARecord.java | 44 | 45 | 21255 | 7
41 | dnsARecord | dnsARecord(dnsName _name, short _dclass, int _ttl, InetAddress _address) |  | dnsARecord | org/xbill/DNS/dnsARecord.java | 13 | 14 | 21256 | 6
41 | dnsARecord | dnsARecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st) |  | dnsARecord | org/xbill/DNS/dnsARecord.java | 44 | 45 | 21257 | 7
41 | dnsCNAMERecord | dnsCNAMERecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st) |  | dnsCNAMERecord | DNS/CNAMERecord.java | 24 | 25 | 21258 | 8
41 | dnsCNAMERecord | dnsCNAMERecord(dnsName _name, short _dclass, int _ttl, dnsName _target) |  | dnsCNAMERecord | DNS/CNAMERecord.java | 10 | 11 | 21259 | 9
41 | dnsCNAMERecord | dnsCNAMERecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st) |  | dnsCNAMERecord | DNS/dnsCNAMERecord.java | 24 | 25 | 21260 | 8
41 | dnsCNAMERecord | dnsCNAMERecord(dnsName _name, short _dclass, int _ttl, dnsName _target) |  | dnsCNAMERecord | DNS/dnsCNAMERecord.java | 10 | 11 | 21261 | 9
41 | dnsCNAMERecord | dnsCNAMERecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st) |  | dnsCNAMERecord | org/xbill/DNS/CNAMERecord.java | 24 | 25 | 21262 | 8
41 | dnsCNAMERecord | dnsCNAMERecord(dnsName _name, short _dclass, int _ttl, dnsName _target) |  | dnsCNAMERecord | org/xbill/DNS/CNAMERecord.java | 10 | 11 | 21263 | 9
41 | dnsCNAMERecord | dnsCNAMERecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st) |  | dnsCNAMERecord | org/xbill/DNS/dnsCNAMERecord.java | 24 | 25 | 21264 | 8
41 | dnsCNAMERecord | dnsCNAMERecord(dnsName _name, short _dclass, int _ttl, dnsName _target) |  | dnsCNAMERecord | org/xbill/DNS/dnsCNAMERecord.java | 10 | 11 | 21265 | 9
41 | dnsCompression | dnsCompression() |  | dnsCompression | DNS/Compression.java | 11 | 13 | 21266 | 10
41 | dnsCompression | dnsCompression() |  | dnsCompression | DNS/dnsCompression.java | 11 | 13 | 21267 | 10
41 | dnsCompression | dnsCompression() |  | dnsCompression | org/xbill/DNS/Compression.java | 11 | 13 | 21268 | 10
41 | dnsCompression | dnsCompression() |  | dnsCompression | org/xbill/DNS/dnsCompression.java | 11 | 13 | 21269 | 10
