revision_number,method_name,method_signature,package_name,class_name,src,start_line,end_line,methodId,globalMethodId
76 | CountedDataInputStream | CountedDataInputStream(InputStream i) | DNS | CountedDataInputStream | DNS/CountedDataInputStream.java | 16 | 19 | 48077 | 1
76 | CountedDataInputStream | CountedDataInputStream(InputStream i) | DNS | CountedDataInputStream | DNS/utils/CountedDataInputStream.java | 16 | 19 | 48078 | 1
76 | CountedDataInputStream | CountedDataInputStream(InputStream i) | DNS | CountedDataInputStream | org/xbill/DNS/CountedDataInputStream.java | 16 | 19 | 48079 | 1
76 | CountedDataInputStream | CountedDataInputStream(InputStream i) | DNS | CountedDataInputStream | org/xbill/DNS/utils/CountedDataInputStream.java | 16 | 19 | 48080 | 1
76 | CountedDataOutputStream | CountedDataOutputStream(OutputStream o) | DNS | CountedDataOutputStream | DNS/CountedDataOutputStream.java | 16 | 19 | 48081 | 184
76 | CountedDataOutputStream | CountedDataOutputStream(OutputStream o) | DNS | CountedDataOutputStream | DNS/utils/CountedDataOutputStream.java | 16 | 19 | 48082 | 184
76 | CountedDataOutputStream | CountedDataOutputStream(OutputStream o) | DNS | CountedDataOutputStream | org/xbill/DNS/CountedDataOutputStream.java | 16 | 19 | 48083 | 184
76 | CountedDataOutputStream | CountedDataOutputStream(OutputStream o) | DNS | CountedDataOutputStream | org/xbill/DNS/utils/CountedDataOutputStream.java | 16 | 19 | 48084 | 184
76 | F | F(int x, int y, int z) | DNS | md5 | DNS/md5.java | 28 | 30 | 48085 | 90
76 | F | F(int x, int y, int z) | DNS | md5 | DNS/utils/md5.java | 28 | 30 | 48086 | 90
76 | F | F(int x, int y, int z) | DNS | md5 | org/xbill/DNS/md5.java | 28 | 30 | 48087 | 90
76 | F | F(int x, int y, int z) | DNS | md5 | org/xbill/DNS/utils/md5.java | 28 | 30 | 48088 | 90
76 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/md5.java | 53 | 57 | 48089 | 117
76 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/utils/md5.java | 53 | 57 | 48090 | 117
76 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/md5.java | 53 | 57 | 48091 | 117
76 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/utils/md5.java | 53 | 57 | 48092 | 117
76 | G | G(int x, int y, int z) | DNS | md5 | DNS/md5.java | 33 | 35 | 48093 | 91
76 | G | G(int x, int y, int z) | DNS | md5 | DNS/utils/md5.java | 33 | 35 | 48094 | 91
76 | G | G(int x, int y, int z) | DNS | md5 | org/xbill/DNS/md5.java | 33 | 35 | 48095 | 91
76 | G | G(int x, int y, int z) | DNS | md5 | org/xbill/DNS/utils/md5.java | 33 | 35 | 48096 | 91
76 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/md5.java | 60 | 64 | 48097 | 118
76 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/utils/md5.java | 60 | 64 | 48098 | 118
76 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/md5.java | 60 | 64 | 48099 | 118
76 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/utils/md5.java | 60 | 64 | 48100 | 118
76 | H | H(int x, int y, int z) | DNS | md5 | DNS/md5.java | 38 | 40 | 48101 | 92
76 | H | H(int x, int y, int z) | DNS | md5 | DNS/utils/md5.java | 38 | 40 | 48102 | 92
76 | H | H(int x, int y, int z) | DNS | md5 | org/xbill/DNS/md5.java | 38 | 40 | 48103 | 92
76 | H | H(int x, int y, int z) | DNS | md5 | org/xbill/DNS/utils/md5.java | 38 | 40 | 48104 | 92
76 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/md5.java | 67 | 71 | 48105 | 119
76 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/utils/md5.java | 67 | 71 | 48106 | 119
76 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/md5.java | 67 | 71 | 48107 | 119
76 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/utils/md5.java | 67 | 71 | 48108 | 119
76 | I | I(int x, int y, int z) | DNS | md5 | DNS/md5.java | 43 | 45 | 48109 | 93
76 | I | I(int x, int y, int z) | DNS | md5 | DNS/utils/md5.java | 43 | 45 | 48110 | 93
76 | I | I(int x, int y, int z) | DNS | md5 | org/xbill/DNS/md5.java | 43 | 45 | 48111 | 93
76 | I | I(int x, int y, int z) | DNS | md5 | org/xbill/DNS/utils/md5.java | 43 | 45 | 48112 | 93
76 | II | II(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/md5.java | 74 | 78 | 48113 | 120
76 | II | II(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/utils/md5.java | 74 | 78 | 48114 | 120
76 | II | II(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/md5.java | 74 | 78 | 48115 | 120
76 | II | II(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/utils/md5.java | 74 | 78 | 48116 | 120
76 | MyStringTokenizer | MyStringTokenizer(String _s) | DNS | MyStringTokenizer | DNS/MyStringTokenizer.java | 45 | 47 | 48117 | 162
76 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim) | DNS | MyStringTokenizer | DNS/MyStringTokenizer.java | 40 | 42 | 48118 | 163
76 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim, boolean _returnTokens) | DNS | MyStringTokenizer | DNS/MyStringTokenizer.java | 31 | 37 | 48119 | 164
76 | MyStringTokenizer | MyStringTokenizer(String _s) | DNS | MyStringTokenizer | DNS/utils/MyStringTokenizer.java | 45 | 47 | 48120 | 162
76 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim) | DNS | MyStringTokenizer | DNS/utils/MyStringTokenizer.java | 40 | 42 | 48121 | 163
76 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim, boolean _returnTokens) | DNS | MyStringTokenizer | DNS/utils/MyStringTokenizer.java | 31 | 37 | 48122 | 164
