revision_number,method_name,method_signature,package_name,class_name,src,start_line,end_line,methodId,globalMethodId
325 | ARecord | ARecord() {} | org.xbill.DNS | ARecord | org/xbill/DNS/ARecord.java | 18 | 19 | 228995 | 6
325 | ARecord | ARecord(Name _name, short _dclass, int _ttl, InetAddress _address) | org.xbill.DNS | ARecord | org/xbill/DNS/ARecord.java | 25 | 26 | 228996 | 6
325 | ARecord | ARecord(Name _name, short _dclass, int _ttl, MyStringTokenizer st, Name origin) | org.xbill.DNS | ARecord | org/xbill/DNS/ARecord.java | 54 | 55 | 228997 | 237
325 | CERTRecord | CERTRecord() {} | org.xbill.DNS | CERTRecord | org/xbill/DNS/CERTRecord.java | 38 | 39 | 228998 | 364
325 | CNAMERecord | CNAMERecord() {} | org.xbill.DNS | CNAMERecord | org/xbill/DNS/CNAMERecord.java | 15 | 16 | 228999 | 238
325 | CNAMERecord | CNAMERecord(Name _name, short _dclass, int _ttl, Name _target) | org.xbill.DNS | CNAMERecord | org/xbill/DNS/CNAMERecord.java | 22 | 23 | 229000 | 238
325 | Cache | Cache() | org.xbill.DNS | Cache | org/xbill/DNS/Cache.java | 81 | 83 | 229001 | 298
325 | Cache | Cache(String file) throws IOException | org.xbill.DNS | Cache | org/xbill/DNS/Cache.java | 89 | 95 | 229002 | 298
325 | Compression | Compression() | org.xbill.DNS | Compression | org/xbill/DNS/Compression.java | 22 | 24 | 229003 | 10
325 | Credibility | Credibility() {} | org.xbill.DNS | Credibility | org/xbill/DNS/Credibility.java | 17 | 18 | 229004 | 355
325 | DClass | DClass() {} | org.xbill.DNS | DClass | org/xbill/DNS/DClass.java | 41 | 42 | 229005 | 359
325 | DataByteOutputStream | DataByteOutputStream() | org.xbill.DNS.utils | DataByteOutputStream | org/xbill/DNS/utils/DataByteOutputStream.java | 32 | 34 | 229006 | 282
325 | DataByteOutputStream | DataByteOutputStream(int size) | org.xbill.DNS.utils | DataByteOutputStream | org/xbill/DNS/utils/DataByteOutputStream.java | 23 | 25 | 229007 | 283
325 | Element | Element(RRset r, byte cred, int src) | org.xbill.DNS | Cache | org/xbill/DNS/Cache.java | 47 | 54 | 229008 | 299
325 | Element | Element(Record r, byte cred, int src) | org.xbill.DNS | Cache | org/xbill/DNS/Cache.java | 38 | 44 | 229009 | 299
325 | Element | Element(int _ttl, byte cred, int src) | org.xbill.DNS | Cache | org/xbill/DNS/Cache.java | 30 | 36 | 229010 | 299
325 | Enumerator | Enumerator() | org.xbill.DNS | RRset | org/xbill/DNS/RRset.java | 23 | 31 | 229011 | 389
325 | ExtendedResolver | ExtendedResolver() throws UnknownHostException | org.xbill.DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 89 | 101 | 229012 | 338
325 | F | F(int x, int y, int z) | org.xbill.DNS.utils | md5 | org/xbill/DNS/utils/md5.java | 35 | 37 | 229013 | 90
325 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) | org.xbill.DNS.utils | md5 | org/xbill/DNS/utils/md5.java | 60 | 64 | 229014 | 117
325 | FindServer | FindServer() {} | org.xbill.DNS | FindServer | org/xbill/DNS/FindServer.java | 23 | 24 | 229015 | 376
325 | Flags | Flags() {} | org.xbill.DNS | Flags | org/xbill/DNS/Flags.java | 46 | 47 | 229016 | 356
325 | G | G(int x, int y, int z) | org.xbill.DNS.utils | md5 | org/xbill/DNS/utils/md5.java | 40 | 42 | 229017 | 91
