revision_number,method_name,method_signature,package_name,class_name,src,start_line,end_line,methodId,globalMethodId
28 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | DNS/CountedDataInputStream.java | 10 | 13 | 13486 | 1
28 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | DNS/utils/CountedDataInputStream.java | 10 | 13 | 13487 | 1
28 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | org/xbill/DNS/CountedDataInputStream.java | 10 | 13 | 13488 | 1
28 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | org/xbill/DNS/utils/CountedDataInputStream.java | 10 | 13 | 13489 | 1
28 | F | static int F(int x, int y, int z) |  | md5 | md.java | 104 | 106 | 13490 | 90
28 | F | static int F(int x, int y, int z) |  | md4 | md.java | 18 | 20 | 13491 | 90
28 | G | static int G(int x, int y, int z) |  | md5 | md.java | 107 | 109 | 13492 | 91
28 | G | static int G(int x, int y, int z) |  | md4 | md.java | 21 | 23 | 13493 | 91
28 | H | static int H(int x, int y, int z) |  | md5 | md.java | 110 | 112 | 13494 | 92
28 | H | static int H(int x, int y, int z) |  | md4 | md.java | 24 | 26 | 13495 | 92
28 | I | static int I(int x, int y, int z) |  | md5 | md.java | 113 | 115 | 13496 | 93
28 | add | public void add(int pos, dnsName name) |  | dnsCompression | DNS/Compression.java | 11 | 13 | 13497 | 2
28 | add | public void add(int pos, dnsName name) |  | dnsCompression | DNS/dnsCompression.java | 11 | 13 | 13498 | 2
28 | add | public void add(int pos, dnsName name) |  | dnsCompression | org/xbill/DNS/Compression.java | 11 | 13 | 13499 | 2
28 | add | public void add(int pos, dnsName name) |  | dnsCompression | org/xbill/DNS/dnsCompression.java | 11 | 13 | 13500 | 2
28 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | DNS/Message.java | 50 | 53 | 13501 | 3
28 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | DNS/dnsMessage.java | 50 | 53 | 13502 | 3
28 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | org/xbill/DNS/Message.java | 50 | 53 | 13503 | 3
28 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | org/xbill/DNS/dnsMessage.java | 50 | 53 | 13504 | 3
28 | apply | void apply(dnsMessage m) |  | dnsTSIG | DNS/TSIG.java | 27 | 63 | 13505 | 108
28 | apply | void apply(dnsMessage m) |  | dnsTSIG | DNS/dnsTSIG.java | 27 | 63 | 13506 | 108
28 | apply | void apply(dnsMessage m) |  | dnsTSIG | org/xbill/DNS/TSIG.java | 27 | 63 | 13507 | 108
28 | apply | void apply(dnsMessage m) |  | dnsTSIG | org/xbill/DNS/dnsTSIG.java | 27 | 63 | 13508 | 108
28 | calc | void calc() |  | md | md.java | 382 | 395 | 13509 | 94
28 | classString | static String classString(int i) |  | dns | DNS/dns.java | 245 | 248 | 13510 | 4
28 | classString | static String classString(int i) |  | dns | org/xbill/DNS/dns.java | 245 | 248 | 13511 | 4
28 | classValue | static short classValue(String s) |  | dns | DNS/dns.java | 250 | 253 | 13512 | 5
28 | classValue | static short classValue(String s) |  | dns | org/xbill/DNS/dns.java | 250 | 253 | 13513 | 5
28 | clear | void clear() |  | hmacSigner | DNS/hmacSigner.java | 83 | 90 | 13514 | 112
28 | clear | void clear() |  | hmacSigner | DNS/utils/hmacSigner.java | 83 | 90 | 13515 | 112
28 | clear | void clear() |  | hmacSigner | org/xbill/DNS/hmacSigner.java | 83 | 90 | 13516 | 112
28 | clear | void clear() |  | hmacSigner | org/xbill/DNS/utils/hmacSigner.java | 83 | 90 | 13517 | 112
28 | decCount | void decCount(int field) |  | dnsHeader | DNS/Header.java | 93 | 95 | 13518 | 47
28 | decCount | void decCount(int field) |  | dnsHeader | DNS/dnsHeader.java | 93 | 95 | 13519 | 47
28 | decCount | void decCount(int field) |  | dnsHeader | org/xbill/DNS/Header.java | 93 | 95 | 13520 | 47
28 | decCount | void decCount(int field) |  | dnsHeader | org/xbill/DNS/dnsHeader.java | 93 | 95 | 13521 | 47
28 | dnsARecord | public dnsARecord(dnsName rname, short rclass) |  | dnsARecord | DNS/ARecord.java | 8 | 10 | 13522 | 6
