revision_number,method_name,method_signature,package_name,class_name,src,start_line,end_line,methodId,globalMethodId
20 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | DNS/CountedDataInputStream.java | 10 | 13 | 9054 | 1
20 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | DNS/utils/CountedDataInputStream.java | 10 | 13 | 9055 | 1
20 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | org/xbill/DNS/CountedDataInputStream.java | 10 | 13 | 9056 | 1
20 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | org/xbill/DNS/utils/CountedDataInputStream.java | 10 | 13 | 9057 | 1
20 | F | static int F(int x, int y, int z) |  | md5 | md.java | 104 | 106 | 9058 | 90
20 | F | static int F(int x, int y, int z) |  | md4 | md.java | 18 | 20 | 9059 | 90
20 | G | static int G(int x, int y, int z) |  | md5 | md.java | 107 | 109 | 9060 | 91
20 | G | static int G(int x, int y, int z) |  | md4 | md.java | 21 | 23 | 9061 | 91
20 | H | static int H(int x, int y, int z) |  | md5 | md.java | 110 | 112 | 9062 | 92
20 | H | static int H(int x, int y, int z) |  | md4 | md.java | 24 | 26 | 9063 | 92
20 | I | static int I(int x, int y, int z) |  | md5 | md.java | 113 | 115 | 9064 | 93
20 | add | public void add(int pos, dnsName name) |  | dnsCompression | DNS/Compression.java | 11 | 13 | 9065 | 2
20 | add | public void add(int pos, dnsName name) |  | dnsCompression | DNS/dnsCompression.java | 11 | 13 | 9066 | 2
20 | add | public void add(int pos, dnsName name) |  | dnsCompression | org/xbill/DNS/Compression.java | 11 | 13 | 9067 | 2
20 | add | public void add(int pos, dnsName name) |  | dnsCompression | org/xbill/DNS/dnsCompression.java | 11 | 13 | 9068 | 2
20 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | DNS/Message.java | 43 | 46 | 9069 | 3
20 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | DNS/dnsMessage.java | 43 | 46 | 9070 | 3
20 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | org/xbill/DNS/Message.java | 43 | 46 | 9071 | 3
20 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | org/xbill/DNS/dnsMessage.java | 43 | 46 | 9072 | 3
20 | apply | void apply(dnsMessage m) |  | dnsTSIG | DNS/TSIG.java | 13 | 55 | 9073 | 108
20 | apply | void apply(dnsMessage m) |  | dnsTSIG | DNS/dnsTSIG.java | 13 | 55 | 9074 | 108
20 | apply | void apply(dnsMessage m) |  | dnsTSIG | org/xbill/DNS/TSIG.java | 13 | 55 | 9075 | 108
20 | apply | void apply(dnsMessage m) |  | dnsTSIG | org/xbill/DNS/dnsTSIG.java | 13 | 55 | 9076 | 108
20 | calc | void calc() |  | md | md.java | 382 | 395 | 9077 | 94
20 | classString | static String classString(int i) |  | dns | DNS/dns.java | 245 | 248 | 9078 | 4
20 | classString | static String classString(int i) |  | dns | org/xbill/DNS/dns.java | 245 | 248 | 9079 | 4
20 | classValue | static short classValue(String s) |  | dns | DNS/dns.java | 250 | 253 | 9080 | 5
20 | classValue | static short classValue(String s) |  | dns | org/xbill/DNS/dns.java | 250 | 253 | 9081 | 5
