revision_number,method_name,method_signature,package_name,class_name,src,start_line,end_line,methodId,globalMethodId
19 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | DNS/CountedDataInputStream.java | 10 | 13 | 8516 | 1
19 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | DNS/utils/CountedDataInputStream.java | 10 | 13 | 8517 | 1
19 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | org/xbill/DNS/CountedDataInputStream.java | 10 | 13 | 8518 | 1
19 | CountedDataInputStream | CountedDataInputStream(InputStream i) |  | CountedDataInputStream | org/xbill/DNS/utils/CountedDataInputStream.java | 10 | 13 | 8519 | 1
19 | F | static int F(int x, int y, int z) |  | md5 | md.java | 104 | 106 | 8520 | 90
19 | F | static int F(int x, int y, int z) |  | md4 | md.java | 18 | 20 | 8521 | 90
19 | G | static int G(int x, int y, int z) |  | md5 | md.java | 107 | 109 | 8522 | 91
19 | G | static int G(int x, int y, int z) |  | md4 | md.java | 21 | 23 | 8523 | 91
19 | H | static int H(int x, int y, int z) |  | md5 | md.java | 110 | 112 | 8524 | 92
19 | H | static int H(int x, int y, int z) |  | md4 | md.java | 24 | 26 | 8525 | 92
19 | I | static int I(int x, int y, int z) |  | md5 | md.java | 113 | 115 | 8526 | 93
19 | add | public void add(int pos, dnsName name) |  | dnsCompression | DNS/Compression.java | 11 | 13 | 8527 | 2
19 | add | public void add(int pos, dnsName name) |  | dnsCompression | DNS/dnsCompression.java | 11 | 13 | 8528 | 2
19 | add | public void add(int pos, dnsName name) |  | dnsCompression | org/xbill/DNS/Compression.java | 11 | 13 | 8529 | 2
19 | add | public void add(int pos, dnsName name) |  | dnsCompression | org/xbill/DNS/dnsCompression.java | 11 | 13 | 8530 | 2
19 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | DNS/Message.java | 39 | 42 | 8531 | 3
19 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | DNS/dnsMessage.java | 39 | 42 | 8532 | 3
19 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | org/xbill/DNS/Message.java | 39 | 42 | 8533 | 3
19 | addRecord | void addRecord(int section, dnsRecord r) |  | dnsMessage | org/xbill/DNS/dnsMessage.java | 39 | 42 | 8534 | 3
19 | apply | void apply(dnsMessage m) |  | dnsTSIG | DNS/TSIG.java | 21 | 59 | 8535 | 108
19 | apply | void apply(dnsMessage m) |  | dnsTSIG | DNS/dnsTSIG.java | 21 | 59 | 8536 | 108
19 | apply | void apply(dnsMessage m) |  | dnsTSIG | org/xbill/DNS/TSIG.java | 21 | 59 | 8537 | 108
19 | apply | void apply(dnsMessage m) |  | dnsTSIG | org/xbill/DNS/dnsTSIG.java | 21 | 59 | 8538 | 108
19 | calc | void calc() |  | md | md.java | 375 | 388 | 8539 | 94
19 | classString | static String classString(int i) |  | dns | DNS/dns.java | 238 | 241 | 8540 | 4
19 | classString | static String classString(int i) |  | dns | org/xbill/DNS/dns.java | 238 | 241 | 8541 | 4
19 | classValue | static short classValue(String s) |  | dns | DNS/dns.java | 243 | 246 | 8542 | 5
19 | classValue | static short classValue(String s) |  | dns | org/xbill/DNS/dns.java | 243 | 246 | 8543 | 5
19 | decCount | void decCount(int field) |  | dnsHeader | DNS/Header.java | 81 | 83 | 8544 | 47
19 | decCount | void decCount(int field) |  | dnsHeader | DNS/dnsHeader.java | 81 | 83 | 8545 | 47
19 | decCount | void decCount(int field) |  | dnsHeader | org/xbill/DNS/Header.java | 81 | 83 | 8546 | 47
19 | decCount | void decCount(int field) |  | dnsHeader | org/xbill/DNS/dnsHeader.java | 81 | 83 | 8547 | 47
19 | dnsARecord | public dnsARecord(dnsName rname, short rclass) |  | dnsARecord | DNS/ARecord.java | 8 | 10 | 8548 | 6
19 | dnsARecord | public dnsARecord(dnsName rname, short rclass, int ttl, InetAddress address) |  | dnsARecord | DNS/ARecord.java | 12 | 17 | 8549 | 7
19 | dnsARecord | public dnsARecord(dnsName rname, short rclass) |  | dnsARecord | DNS/dnsARecord.java | 8 | 10 | 8550 | 6
19 | dnsARecord | public dnsARecord(dnsName rname, short rclass, int ttl, InetAddress address) |  | dnsARecord | DNS/dnsARecord.java | 12 | 17 | 8551 | 7
19 | dnsARecord | public dnsARecord(dnsName rname, short rclass) |  | dnsARecord | org/xbill/DNS/ARecord.java | 8 | 10 | 8552 | 6
19 | dnsARecord | public dnsARecord(dnsName rname, short rclass, int ttl, InetAddress address) |  | dnsARecord | org/xbill/DNS/ARecord.java | 12 | 17 | 8553 | 7
19 | dnsARecord | public dnsARecord(dnsName rname, short rclass) |  | dnsARecord | org/xbill/DNS/dnsARecord.java | 8 | 10 | 8554 | 6
19 | dnsARecord | public dnsARecord(dnsName rname, short rclass, int ttl, InetAddress address) |  | dnsARecord | org/xbill/DNS/dnsARecord.java | 12 | 17 | 8555 | 7
19 | dnsCNAMERecord | public dnsCNAMERecord(dnsName rname, short rclass) |  | dnsCNAMERecord | DNS/CNAMERecord.java | 3 | 5 | 8556 | 8
19 | dnsCNAMERecord | public dnsCNAMERecord(dnsName rname, short rclass, int rttl, dnsName name) |  | dnsCNAMERecord | DNS/CNAMERecord.java | 7 | 9 | 8557 | 9
