n,n_pos,n_neg,mcc,balanced_acc,f1,auc_roc,pr_auc,TP,TN,FP,FN,sensitivity,specificity,gmean,model,total_predictions
1179,809,370,0.6095480410667129,0.8027143954832459,0.878918254456054,0.8606638158554103,0.9098304802150463,715,267,103,94,0.8838,0.7216,0.7986077652661915,RandomForest,1179
